Key,SourceString,Comment
Building_TRANSPORT HUB_Name,"{Count}|plural(one=Transport Hub,other=Transport Hubs)",
Building_TRANSPORT HUB_Description,"Facilitates the construction of *Roads* and the purchase of transport vehicles.",
Building_TRANSPORT HUB_Flavor,"_Roads are the lifeblood of Titan, and Hubs are the arteries that blood flows from._",
Building_STORAGE FACILITY_Name,"{Count}|plural(one=Storage Facility,other=Storage Facilities)",
Building_STORAGE FACILITY_Description,"Stores *resources*. _What did you think it would do?_",
Building_STORAGE FACILITY_Flavor,"_While Storage Facilities can store *raw ore and Devices*, they cannot store *human resources*._",
Building_STORAGE FACILITY_Level1_Description,"*Stores* a small amount of *Resources*.",
Building_STORAGE FACILITY_Level1_Flavor,"_Automated stacks of containers can store and retrieve raw materials, devices at a moment's notice._",
Building_STORAGE FACILITY_Level2_Description,"Stores* a moderate amount of *Resources*.",
Building_STORAGE FACILITY_Level2_Flavor,"_While Storage Facilities can store *raw ore and Devices*, they cannot store *human resources*._",
Building_STORAGE FACILITY_Level3_Description,"Stores* a gigantic amount of *Resources*.",
Building_STORAGE FACILITY_Level3_Flavor,"_Gigantic Storage Facilities *vastly improve local efficiency*, but provide a *perfect target for enemy corporations* aiming to decimate Resources._",
Building_MONUMENT_Name,"{Count}|plural(one=Council Monument,other=Council Monuments)",
Building_MONUMENT_Description,"Increases the gain rate of *influence* when the Building is completed or upgraded. Influence gain is reduced if the Monument is destroyed. *Cannot Connect.*",
Building_MONUMENT_Flavor,"_Filling Citizens with a sense of awe promotes feelings of reverence towards The Council._",
Building_PLAYERCOUNCIL_Name,"{Count}|plural(one=Council Hub,other=Council Hubs)",
Building_PLAYERCOUNCIL_Description,"An outpost for the *Council*, extending their view and [influence].",
Building_PLAYERCOUNCIL_Flavor,"_The Council sees all. Sometimes with a little help from those who prefer order over chaos._",
Building_SPACEPORT_Name,"{Count}|plural(one=Spaceport,other=Spaceports)",
Building_SPACEPORT_Description,"Enables access to Off-world Migrations.",
Building_SPACEPORT_Flavor,"_Now that communications have been re-established with Jupiter and the rest of the solar system, *spaceports* provide vital trading links._",
Building_SLUM_Name,"{Count}|plural(one=Slum,other=Slums)",
Building_SLUM_Description,"Residential areas for those living outside corporate protection.",
Building_SLUM_Flavor,"_Employees are always free to leave the safety of corporate-owned territory. We wish them the best of luck._",
Building_HOMELESS_Name,"Homeless Camp",
Building_HOMELESS_Description,"Those that cannot afford the extortionate rents in cities are forced into homelessness, on the outskirts of cities.",
Building_RESIDENTIAL_Name,"{Count}|plural(one=Residential,other=Residential Buildings)",
Building_RESIDENTIAL_Description,"Living space for *Citizens*, lowers the risk of pollution-related sickness and death.",
Building_RESIDENTIAL_Flavor,"_To avoid loss of human resources, Citizens are encouraged to sleep as much as they can afford to._",
Building_OFFICE_Name,"{Count}|plural(one=Office,other=Offices)",
Building_OFFICE_Description,"Generates *Credits* quickly by employing idle *Citizens* to watch ads.",
Building_OFFICE_Flavor,"_Employees with an aptitude for management of human resources can find gainful employment in offices._",
Building_HOSPITAL_Name,"{Count}|plural(one=Hospital,other=Hospitals)",
Building_HOSPITAL_Description,"Heals [citizens] who are suffering from Pollution related health issues.",
Building_HOSPITAL_Flavor,"_In rare cases, corporations may deem it *cost-effective* to heal an injured Employee._",
Building_CLUB_Name,"{Count}|plural(one=Club,other=Clubs)",
Building_CLUB_Description,"A place for [citizens] to enjoy themselves, albeit somewhat irresponsibly.",
Building_CLUB_Flavor,"_Temporary *Citizen disruptions can be avoided* by giving free access to *cheap depressants* and *loud music*._",
Building_DECO_01_Name,"{Count}|plural(one=Park,other=Parks)",
Building_DECO_01_Description,"A space kept empty for [citizens] to enjoy.",
Building_STORE_Name,"{Count}|plural(one=Store,other=Stores)",
Building_STORE_Description,"Provides a place for [citizens] to spend [credits] on commercial products.",
Building_STORE_Flavor,"_Civilians enjoy the best freedom of all, the freedom of consumer choice._",
Building_LAKE_Name,"{Count}|plural(one=Lake,other=Lakes)",
Building_LAKE_Description,"A lake from long before we arrived.",
Building_RUINS_Name,"{Count}|plural(one=Ruins,other=Ruins)",
Building_RUINS_Description,"The remnants of a former civilization.",
Building_RUINS_Flavor,"_Titan was once home to *-redacted-*, a group so powerful *they created Titan's artificial sun*._",
Building_RESEARCH CENTER_Name,"{Count}|plural(one=Research Center,other=Research Centers)",
Building_RESEARCH CENTER_Description,"By studying the ruins on Titan, scientists can *re-discover long-lost technologies*.",
Building_RESEARCH CENTER_Flavor,"_Research Centers provide a *safe place to experiment with unknown technologies*. The hermetically-sealed Building makes it safe for everyone *outside* of the research center._",
Building_COMMAND CENTER_Name,"{Count}|plural(one=Command Center,other=Command Centers)",
Building_COMMAND CENTER_Description,"Expands *Vision and Command Area* allowing you to claim land further afield.",
Building_COMMAND CENTER_Flavor,"_Command centers provide a vital role in *improving performance* and *reducing wasteful actions*._",
Building_ROCKS_Name,"{Count}|plural(one=Rocks,other=Rocks)",
Building_ROCKS_Description,"Titan's surface before it was colonized.",
Building_FLAK CANNON_Name,"{Count}|plural(one=Defensive Turret,other=Defense Turrets)",
Building_FLAK CANNON_Description,"A surface-to-air defensive gun used for protection against enemy ship attacks.",
Building_FLAK CANNON_Flavor,"_Flak cannons are exceptionally good at destroying enemy ships, and indirectly, anything *directly below* enemy ships._",
Building_COUNCIL HALL_Name,"{Count}|plural(one=Council Hall,other=Council Halls)",
Building_COUNCIL HALL_Description,"All is monitored under the watchful eye of the Council.",
Building_COUNCIL HALL_Flavor,"_The Council's aim is to maintain the status-quo and avoid another runaway event._",
Building_TRAINING_Name,"{Count}|plural(one=Conversion Center,other=Conversion Centers)",
Building_TRAINING_Description,"(In)voluntarily convert *Citizens* into *Employees* at a faster rate.",
Building_TRAINING_Flavor,"_Mandatory education and improvement sessions are vital in increasing profitability of biological assets._",
Building_HQ_Name,"Headquarters",
Building_HQ_Description,"The beating heart of the corporation.",
Building_HQ_Flavor,"_Rank-and-file Employees can only dream of what happens inside the headquarters of Titan's megacorporations._",
Building_DECO_Name,"{Count}|plural(one=Decorative Space,other=Decorative Spaces)",
Building_DECO_Description,"A decorative park, improves the mood of Citizens.",
Building_DECO_Flavor,"_Citizens in need of relaxation can spend corporate credits to enjoy simulations of a variety of Earth landscapes._",
Building_ROAD_Name,"{Count}|plural(one=Road,other=Roads)",
Building_ROAD_Description,"Allows vehicles to travel to connected areas of the City.",
Building_ROAD_Flavor,"A truck with no road is like trying to eat with but one chopstick.",
Building_FUEL GENERATOR_Name,"{Count}|plural(one=Fuel Turbine,other=Fuel Turbines)",
Building_FUEL GENERATOR_Description,"Pulls *Xethane* from the air and converts it into fuel to be used by *Energy Plants*. Does *extra* collateral damage if destroyed.",
Building_FUEL CENTER_Name,"{Count}|plural(one=Fuel Silo,other=Fuel Silos)",
Building_FUEL CENTER_Description,"Store excess *Fuel* for backup usage. Does *extra* collateral damage if destroyed.",
Building_BATTERY CENTER_Name,"{Count}|plural(one=Energy Depot,other=Energy Depots)",
Building_BATTERY CENTER_Description,"Any unused *Energy* is stockpiled as backup.",
Building_STASIS BEAM_Name,"{Count}|plural(one=Stasis Beam Turret,other=Stasis Beam Turrets)",
Building_STASIS BEAM_Description,"Reduces the movement speed of enemy vessels.",
Building_PRECISION LASER_Name,"{Count}|plural(one=Precision Laser Turret,other=Precision Laser Turrets)",
Building_PRECISION LASER_Description,"A defensive structure able to target specific parts of enemy ships.",
Building_REBEL HQ_Name,"Rebel HQ",
Building_REBEL HQ_Description,"Some areas of Titan break free from their corporatation and become independent rebel states.",
Building_REBEL_SHIPYARD_Name,"Rebel Shipyard",
Building_REBEL_SHIPYARD_Description,"Some areas of Titan break free from their corporatation and become independent rebel states.",
Building_REBEL_TURRET_Name,"Rebel Turret",
Building_REBEL_TURRET_Description,"Some areas of Titan break free from their corporatation and become independent rebel states.",
Building_DAMAGED BUILDINGS_Name,"Damaged Buildings",
Building_DAMAGED BUILDINGS_Description,"Skirmishes between ships of rival factions are not uncommon, but outright destruction of Buildings are frowned upon by the *Council*.",
Building_BUILDING_DESTROYED_Name,"Destroyed building",
Building_BUILDING_DESTROYED_Description,"The ruins of a building. It may still contain something of value.",
Building_UNREFINED MINERAL INDICATOR_Name,"Mineral Node",
Building_UNREFINED MINERAL INDICATOR_Description,"Place to mine unrefined Minerals.",
Building_UNREFINED ISOTOPE INDICATOR_Name,"Isotope Node",
Building_UNREFINED ISOTOPE INDICATOR_Description,"Place to mine unrefined Isotopes",
Building_RESOURCE_PATCH_MINERALS_Name,"Minerals Patch",
Building_RESOURCE_PATCH_MINERALS_Description,"Useful and plentiful, Minerals are worth stocking up on.",
Building_RESOURCE_PATCH_ISOTOPES_Name,"Isotopes Patch",
Building_RESOURCE_PATCH_ISOTOPES_Description,"A valuable, yet fragile, natural resource. Harvest with care.",
Building_CREVICE_Name,"{Count}|plural(one=Crevice,other=Crevices)",
Building_CREVICE_Description,"Nobody is sure of the purpose of these ancient *Xethane*-emitting crevices, nor has anyone who went down come back up.",
Building_SINKHOLE_Name,"{Count}|plural(one=Sinkhole,other=Sinkholes)",
Building_SINKHOLE_Description,"These mysterious anomalies pose no threat to the buildings around them, but their true nature is obscured by the huge amount of *Xethane* they exude.",
Building_UniqueID_Format,"{Name}-{Number}",
Building_UniqueID_Name0,"And",
Building_UniqueID_Name1,"Bet",
Building_UniqueID_Name2,"Car",
Building_UniqueID_Name3,"Del",
Building_UniqueID_Name4,"Eta",
Building_UniqueID_Name5,"Fyr",
Building_UniqueID_Name6,"Gil",
Building_UniqueID_Name7,"Hel",
Building_UniqueID_Name8,"Iio",
Building_UniqueID_Name9,"Jel",
Building_UniqueID_Name10,"Kat",
Building_UniqueID_Name11,"Lem",
Building_UniqueID_Name12,"Mon",
Building_UniqueID_Name13,"Nil",
Building_UniqueID_Name14,"Oup",
Building_UniqueID_Name15,"Pel",
Building_UniqueID_Name16,"Qor",
Building_UniqueID_Name17,"Rux",
Building_UniqueID_Name18,"Sny",
Building_UniqueID_Name19,"Tal",
Building_UniqueID_Name20,"Uxo",
Building_UniqueID_Name21,"Vri",
Building_UniqueID_Name22,"Wav",
Building_UniqueID_Name23,"Xxy",
Building_UniqueID_Name24,"Yah",
Building_UniqueID_Name25,"Zed",
Device_UniqueID_Format,"{Number}.{Name}",
Device_UniqueID_Name0,"A",
Device_UniqueID_Name1,"B",
Device_UniqueID_Name2,"C",
Device_UniqueID_Name3,"D",
Device_UniqueID_Name4,"E",
Device_UniqueID_Name5,"F",
Device_UniqueID_Name6,"G",
Device_UniqueID_Name7,"H",
Device_UniqueID_Name8,"I",
Device_UniqueID_Name9,"J",
Device_UniqueID_Name10,"K",
Device_UniqueID_Name11,"L",
Device_UniqueID_Name12,"M",
Device_UniqueID_Name13,"N",
Device_UniqueID_Name14,"O",
Device_UniqueID_Name15,"P",
Device_UniqueID_Name16,"Q",
Device_UniqueID_Name17,"R",
Device_UniqueID_Name18,"S",
Device_UniqueID_Name19,"T",
Device_UniqueID_Name20,"U",
Device_UniqueID_Name21,"V",
Device_UniqueID_Name22,"W",
Device_UniqueID_Name23,"X",
Device_UniqueID_Name24,"Y",
Device_UniqueID_Name25,"Z",
Building_CanUpgradeReason_Unknown,"Upgrading Disabled for Demo",
Building_CanUpgradeReason_AlwaysImpossible,"Always impossible",
Building_CanUpgradeReason_CannotAfford,"*Not enough resources* to upgrade the Building.",
Building_CanUpgradeReason_AlreadyAtMaxLevel,"Building is already at *Level 3*.",
Building_CanUpgradeReason_TaskInProgress,"A task is in progress.",
Building_CanUpgradeReason_Success,"Can upgrade",
Building_CanUpgradeReason_OutsideCommandTerritory,"Building is outside command territory",
Building_CanConnectReason_Unknown,"Unkonwn problem",
Building_CanConnectReason_AlwaysImpossible,"Always impossible",
Building_CanConnectReason_CannotAfford,"*Not enough resources* to connect the Building.",
Building_CanConnectReason_AlreadyConnected,"Building is *already connected*.",
Building_CanConnectReason_NoValidNeighbor,"*No valid adjacent* Building to connect to.",
Building_CanConnectReason_TaskInProgress,"A task is in progress.",
Building_CanConnectReason_OutsideCommandTerritory,"Buildings must both be within command territory to connect.",
Building_CanConnectReason_Success,"Can connect.",
TransportHub_CanBuildTruckTooltip_CannotAfford,"Cannot afford to build truck.",
TransportHub_CanBuildTruckTooltip_NoSpace,"No space to add a truck.",
TransportHub_CanBuildTruckTooltip_ConstructionInProgress,"Truck under construction.",
ShipHullCategory_Level1_Name,"Level 1",
ShipHullCategory_Level1_Description,"Small lightly-armored scouts, perfect for exploration.",
ShipHullCategory_Level2_Name,"Level 2",
ShipHullCategory_Level2_Description,"Medium sized ships for general combat.",
ShipHullCategory_Level3_Name,"Level 3",
ShipHullCategory_Level3_Description,"Terrifying motherships, best in class for combat, but slower in speed.",
Ship_Unknown_Name,"Unknown Ship",
Ship_Unknown_Description,"Look in config file!",
Ship_Player-L1-01_Name,"Hawk DX-939",
Ship_Player-L1-01_Description,"This small but reliable ship is a favorite amongst young corporations and packs a surprising punch.",
Ship_Player-L1-02_Name,"Falcon DX-89",
Ship_Player-L1-02_Description,"A sturdy little ship that’s sometimes referred to as a “crossback” thanks to its distinctive design.",
Ship_Player-L1-03_Name,"Kite AO-3432",
Ship_Player-L1-03_Description,"Crew inside the Kite must remain crouched at all times due to most of the cramped ship being used for equipment.",
Ship_Player-L1-04_Name,"Ship L1-04",
Ship_Player-L1-04_Description,"Needs a description!.",
Ship_Player-L1-05_Name,"Ship L1-05",
Ship_Player-L1-05_Description,"Needs a description!.",
Ship_Player-L2-01_Name,"Osprey TX-312",
Ship_Player-L2-01_Description,"A misprint in the original manual that left out pages 31-39 resulted in nobody being sure what half the dashboard dials actually did for years.",
Ship_Player-L2-02_Name,"Buzzard KM-498",
Ship_Player-L2-02_Description,"One of the loudest ships in current use, pilots of the Buzzard often develop tinnitus.",
Ship_Player-L2-03_Name,"Harrier MD-3212",
Ship_Player-L2-03_Description,"This replaced the Harrier MD-2212, which had some issues with a hair-trigger self-destruct.",
Ship_Player-L2-04_Name,"Ship L2-04",
Ship_Player-L2-04_Description,"Needs a description!.",
Ship_Player-L2-05_Name,"Ship L2-05",
Ship_Player-L2-05_Description,"Needs a description!.",
Ship_Player-L3-01_Name,"Seriemas IK-333",
Ship_Player-L3-01_Description,"Originally designed by Treana Pyn who later became infamous for being a key player in the destruction of a major rebel faction.",
Ship_Player-L3-02_Name,"Eagle TS-43509",
Ship_Player-L3-02_Description,"Why do damage to your enemy when you can utterly obliterate them? The Eagle is perfect for just that.",
Ship_Player-L3-03_Name,"Vulture HG-56",
Ship_Player-L3-03_Description,"Originally envisioned to be a mining tunnelling ship, the Vulture can cut through most buildings like thermite through flesh.",
Ship_Player-L3-04_Name,"Ship L3-04",
Ship_Player-L3-04_Description,"Needs a description!.",
Ship_Player-L3-05_Name,"Ship L3-05",
Ship_Player-L3-05_Description,"Needs a description!.",
RebelShipTitle,"Rebel Ship",
Ship_AI-L1-01_Name,"SyMec Typhoon",
Ship_AI-L1-01_Description,"A *small scout* used for *raids and harassing production facilities*.",
Ship_AI-L2-01_Name,"SyMec Torrent",
Ship_AI-L2-01_Description,"The *Torrent* has excellent multi-purpose capabilities and decent hull strenght.",
Ship_AI-L3-01_Name,"SyMec Tsunami",
Ship_AI-L3-01_Description,"Well-armed and heavily armored, the *Tsunami* is the pinnacle of *corporate persuasion*.",
Ship_Rebel-L1-01_Name,"Freedom K1",
Ship_Rebel-L1-01_Description,"Previously a passenger ship. Due to its superb stealth capabilities, it’s often used to host rebel parleys.",
Ship_Rebel-L1-02_Name,"Light of Rhea",
Ship_Rebel-L1-02_Description,"If the rebels took prisoners, which they insist they do not, this ship might be where they stored them.",
Ship_Rebel-L1-03_Name,"The Hammer",
Ship_Rebel-L1-03_Description,"The Hammer was the star ship of the Arkubus Manufacturing Corp until they were destroyed and their tech stolen.",
Ship_Rebel-L2-01_Name,"CS Unity",
Ship_Rebel-L2-01_Description,"A fearsome artillery unit that has such specialised weaponry that repairs often cost the same as manufacturing a new one.",
Ship_Rebel-L2-02_Name,"Rainbreaker",
Ship_Rebel-L2-02_Description,"The Rainbreaker is based on an older Martian ship model that fell out of favour over a decade ago.",
Ship_Rebel-L2-03_Name,"Dog of Hope",
Ship_Rebel-L2-03_Description,"A rebel’s best friend, this ship deals a healthy amount of carnage with every outing.",
Ship_Rebel-L3-01_Name,"Nomad Alliance",
Ship_Rebel-L3-01_Description,"Rumor has it that the rebels don’t just use the Nomad for fighting, but also have a crew of over thirty who use it as their living quarters.",
Ship_Rebel-L3-02_Name,"The Escape",
Ship_Rebel-L3-02_Description,"Don’t be fooled by the exterior: this ship has a surprisingly luxe interior that’s often used as a headquarters when it isn’t be used to lay waste.",
Ship_Rebel-L3-03_Name,"Solar Clipper",
Ship_Rebel-L3-03_Description,"So large it can blot out the microsun, the Clipper has most corporations racing to burrow.",
Objectives_Button_Tooltip,"Click to move to objective.",
Objectives_build_shipyard_Title,"Find Marked Empty Plot",
Objectives_build_shipyard_Description,"*Find the empty plot* and build a shipyard.",
Objectives_enter_shipyard_Title,"Enter Shipyard",
Objectives_enter_shipyard_Description,"*Enter shipyard* to create a ship.",
Objectives_choose_hull_Title,"Choose Hull",
Objectives_choose_hull_Description,"*Choose a hull* to fill with Devices.",
Objectives_launch_ship_Title,"Launch Ship",
Objectives_launch_ship_Description,"Design and launch a ship.",
Objectives_defeat_enemy_3_left_Title,"Defeat Enemy Ships",
Objectives_defeat_enemy_3_left_Description,"Time to take them down!",
Objectives_defeat_enemy_2_left_Title,"Defeat Enemy Ships",
Objectives_defeat_enemy_2_left_Description,"*2 Ships* remaining",
Objectives_defeat_enemy_1_left_Title,"Defeat Enemy Ships",
Objectives_defeat_enemy_1_left_Description,"*1 Ships* remaining",
DialogBox_ShowIntro_P1,"Welcome to the game, let's get building!",
DialogBox_ShowIntro_P2,"Build a shipyard, and a ship!",
DialogBox_AfterLaunchShip_P1,"Go attack those bad ol' pirates!",
WorkerNames_0,"Jayk",
WorkerNames_1,"Kayl",
WorkerNames_2,"Lyss",
WorkerNames_3,"Kaff",
WorkerNames_4,"El",
WorkerNames_5,"Nord",
WorkerNames_6,"Okio",
WorkerNames_7,"Elum",
WorkerNames_8,"Melo",
WorkerNames_9,"Ralx",
WorkerNames_10,"Tiff",
WorkerNames_11,"Aern",
WorkerNames_12,"Pol",
WorkerNames_13,"Varn",
WorkerNames_14,"Nauss",
HUD_StatusBar_GameTimeLabel,"Time:",
HUD_StatusBar_GameTimeShort,"{Day}:{Hour}:{Minute}",
HUD_StatusBar_GameTimetooltip,"SunCycles:Hours:Minutes",
HUD_StatusBar_GameSpeed,x{Speed},
HUD_StatusBar_Paused,Paused,
HUD_StatusBar_PauseButtonTooltip,"Pause",
HUD_StatusBar_1xSpeedTooltip,"Normal speed",
HUD_StatusBar_2xSpeedTooltip,"2x speed",
HUD_StatusBar_3xSpeedTooltip,"3x speed",
HUD_StatusBar_OneBuildingIsUnderAttack,"Under Attack!",
HUD_StatusBar_ManyBuildingsUnderAttackFormat,"Under attack, and *{Number}* more",
HUD_StatusBar_TimeUntilNextWave,"Next Enemy Wave:",
HUD_StatusBar_CreditsTitle,"Credits",
HUD_StatusBar_CreditsFormat,"{Credits}",
HUD_StatusBar_CitizensTitle,"Citizens",
HUD_StatusBar_CitizensFormat,"{Citizens}",
HUD_StatusBar_InfluenceTitle,"Influence",
HUD_StatusBar_InfluenceFormat,"{Influence}",
HUD_StatusBar_WorkersTitle,"Employee",
HUD_StatusBar_WorkersFormat,"{Employee}",
HUD_StatusBar_PowerTitle,"Energy",
HUD_StatusBar_PowerFormat,"{Power}",
HUD_StatusBar_MenuButtonLabel,"Menu",
HUD_StatusBar_StorageFull,"Full",
HUD_StatusBar_CallToArmsButtonLabel,"Red Alert!",
HUD_StatusBar_BurrowButtonLabel,"Burrow",
HUD_StatusBar_UnburrowButtonLabel,"Unburrow",
HUD_StatusBar_BurrowingButtonLabel,"Burrowing...",
HUD_StatusBar_UnburrowingButtonLabel,"Unburrowing...",
HUD_StatusBar_BurrowCoolingDownButtonLabel,"Refreshing...",
HUD_StatusBar_BurrowButtonTooltipCost,"Burrow activation cost:",
HUD_StatusBar_BurrowButtonTooltip,"*Burrowing* your City protects it from attacks, by temporarily hiding *Buildings* underground.\n\nIt takes time to recharge, so use it wisely.\n\n*Connected Buildings, HQ, Command Centers, and Defensive Turrets cannot burrow.*",
HUD_StatusBar_CorpButtonTooltip,"Corporation Summary\n\n(*Coming in Early Access*)",
HUD_StatusBar_TechButtonTooltip,"Research",
HUD_StatusBar_MigrantsBiddingOpen,"Open",
HUD_StatusBar_LogButtonLabel,"Log",
HUD_StatusBar_EnergyTooltip_Title,"Energy keeps your City's Devices and Buildings on-line.",
HUD_StatusBar_EnergyTooltip_Description,"Energy keeps your City's Devices and Buildings on-line.",
HUD_StatusBar_Resources,"Resources",
HUD_StatusBar_ResourcesTooltip_Title,"Resources",
HUD_StatusBar_ResourcesTooltip_Description,"*Minerals* and *Isotopes* are your City's building blocks.\n\nAcquire more resources by *Salvaging Ruins*, *harvesting Resource Patches* or *mining from Resource Nodes*.",
HUD_StatusBar_Artifacts,"Artifacts",
HUD_StatusBar_ArtifactsTooltip_Title,"Artifacts",
HUD_StatusBar_ArtifactsTooltip_Description,"*Artifacts* are ancient technological devices harvested from *Ruins*. They can be used to convert *Citizens* into *Employees* or traded with the *Council* for *Influence*.",
HUD_StatusBar_ArtifactsTooltip_Red,"Artifacts",
HUD_StatusBar_ArtifactsTooltip_Blue,"Blue Tech",
HUD_StatusBar_ArtifactsTooltip_Yellow,"Yellow Tech",
HUD_StatusBar_CreditsTooltip_Title,"Credits",
HUD_StatusBar_CreditsTooltip_Description,"Use *Credits* to *Unlock* Buildings, activate *Burrow*, or *Repair* Buildings.\n\nCredits can be generated from *Monetization Stations* and *Offices*.",
HUD_StatusBar_CreditsTooltip_Current,"Current Credits:",
HUD_StatusBar_CreditsTooltip_TickRate,"Credits earning rate:",
HUD_StatusBar_CouncilTooltip_Title,"Council Communications",
HUD_StatusBar_CouncilTooltip_Description,"The Council will exchange *Influence* for *Minerals*, *Isotopes* and *Credits*.  Donate *Artifacts* for extra *Influence.",
HUD_StatusBar_CouncilTooltip_CurrentInfluence,"Current Influence:",
HUD_StatusBar_CouncilTooltip_InfluenceGain,"Influence gain rate:",
HUD_StatusBar_CouncilTooltip_InfluenceGainFormat,"+{Influence} per min",
HUD_StatusBar_CouncilTooltip_CurrentTradeTickets,"Current trade tickets:",
HUD_StatusBar_CouncilTooltip_NextTicket,"Next ticket:",
HUD_StatusBar_PopulationTooltip_Title,"Citizens",
HUD_StatusBar_PopulationTooltip_Description,"Build *Habitat Pods* or *Residential Buildings* to increase *Living Space*.  Living Space determines how many *Citizens* can be stored.",
HUD_StatusBar_PopulationTooltip_CurrentCitizens,"Current Citizens:",
HUD_StatusBar_PopulationTooltip_CurrentLivingSpace,"Current living space:",
HUD_StatusBar_WorkerTooltip_Title,"Employee Management",
HUD_StatusBar_WorkerTooltip_Description,"Click to view current and pending *Employee* tasks.  Manage job priorities with *drag & drop*.",
HUD_StatusBar_WorkerTooltip_CurrentEmployeees,"Current employees:",
HUD_StatusBar_WorkerTooltip_CurrentSupply,"Employee limit:",
HUD_StatusBar_MigrantTooltip_Title,"Offworld Migrations",
HUD_StatusBar_MigrantTooltip_Description,"Use *Influence* to buy ships full of *Citizens*, *Minerals*, and *Isotopes*.",
HUD_StatusBar_MigrantTooltip_ShipsDocked,"Ships docked:",
HUD_StatusBar_ElectricityFuel_NoGrids,"No Grids",
HUD_StatusBar_ElectricityFuel_NoGridShort,"--   ",
HUD_StatusBar_ElectricityFuel_NoGridsTooltip,"There are no powered grids in the city. Grids will be shown here.",
HUD_StatusBar_ElectricityFuel_GridFormat,"Grid #{Number}",
HUD_StatusBar_ElectricityFuel_Fuel,"Fuel",
HUD_StatusBar_ElectricityFuel_DrainingBatteries,"Batt. Drain",
HUD_StatusBar_ElectricityFuel_DrainingTanks,"Fuel Drain",
HUD_StatusBar_ElectricityTooltip_Title,"Power Info",
HUD_StatusBar_ElectricityTooltip_GridFormat,"Grid #{Number} Information",
HUD_StatusBar_ElectricityTooltip_EnergyUsed,"Energy Used:",
HUD_StatusBar_ElectricityTooltip_EnergyBalance,"Energy Balance:",
HUD_StatusBar_ElectricityTooltip_EnergyStored,"Energy Stored:",
HUD_StatusBar_FuelTooltip_Title,"Fuel Info",
HUD_StatusBar_FuelTooltip_Description,"*Fuel moves instantly anywhere* (will change during EA)",
HUD_StatusBar_FuelTooltip_FuelGenerated,"Fuel Generated:",
HUD_StatusBar_FuelTooltip_FuelNeeded,"Fuel Needed:",
HUD_StatusBar_FuelTooltip_FuelBalance,"Fuel Balance:",
HUD_StatusBar_FuelTooltip_FuelStored,"Fuel Stored:",
HUD_CameraControls_Title,"Camera Controls",
HUD_CameraControls_RotateClockwiseTooltip,"Rotate *clockwise*.",
HUD_CameraControls_RotateAnticlockwiseTooltip,"Rotate *counter-clockwise*.",
HUD_CameraControls_ZoomInTooltip,"*Zoom in* the camera.",
HUD_CameraControls_ZoomOutTooltip,"*Zoom out* the camera.",
HUD_OverlayControls_Title,"Overlays",
HUD_OverlayControls_NoOverlayButtonLabel,"Hide",
HUD_OverlayControls_NoOverlayButtonTooltip,"Hide all overlays",
HUD_OverlayControls_OwnedTerritoryButtonLabel,"Territory",
HUD_OverlayControls_OwnedTerritoryButtonTooltip,"Show the *Territory*, the land the player owns.",
HUD_OverlayControls_CommandAreaButtonLabel,"Command",
HUD_OverlayControls_CommandAreaButtonTooltip,"Show the *Command Area*, the land in which the player can control Employees remotely.",
HUD_OverlayControls_PollutionButtonTooltip,"Show *Pollution*.",
HUD_OverlayControls_PowerButtonTooltip,"Show *Energy Grid*.",
HUD_OverlayControls_TransportButtonTooltip,"Show *Transportation Network*.",
HUD_OverlayControls_MethaneButtonLabel,"Xethane",
HUD_OverlayControls_MethaneButtonTooltip,"Show *Xethane*, the concentration of fuel that can be extracted from the air.",
HUD_OverlayControls_ShowInWorldFlags,"Warning Flags",
HUD_OverlayControls_StateLabel,"Overlay:",
HUD_OverlayControls_NoneLabel,"None",
HUD_OverlayControls_PowerLabel,"Power",
HUD_OverlayControls_TransportationLabel,"Transportation",
HUD_OverlayControls_PollutionLabel,"Pollution",
HUD_OverlayControls_PlayerTerritoryLabel,"Territory",
HUD_OverlayControls_PlacingBuildingLabel,"Building",
HUD_OverlayControls_CommandAreaLabel,"Command",
HUD_OverlayControls_MethaneLabel,"Xethane",
HUD_OverlayControls_SpectatorLabel,"",
HUD_OverlayControls_PollutionLegendTitle,"Pollution Levels",
HUD_OverlayControls_Flags,"Flags:",
HUD_OverlayControls_FlagsButton,"Filter",
HUD_OverlayControls_FlagsTitle,"Show Flags",
HUD_OverlayControls_FlagsError,"Problems",
HUD_OverlayControls_FlagsWarning,"Warnings",
HUD_OverlayControls_FlagsAction,"Actions",
HUD_Minimap_ShowMinimapButtonLabel,"Show Minimap",
HUD_Minimap_HideMinimapButtonLabel,"Hide Minimap",
HUD_AutosaveComplete,"Autosave complete",
HUD_QuicksaveComplete,"Quicksave complete",
CouncilWindow_Title,"Council Communications",
CouncilWindow_DescriptionBeforeUnlock,"Unlock the *Council Hall* to trade directly with the *Council* using [influence]. *Trade Tickets* limit how much you can trade or donate at one time.",
CouncilWindow_Description,"Exchange [Influence] for favors from the Council.",
CouncilWindow_WelcomeDialog01,"How can you be of service to the Council today?",
CouncilWindow_WelcomeDialog02,"Are you in need of assisting us?",
CouncilWindow_WelcomeDialog03,"Yes? What is it?",
CouncilWindow_Lore,"Council Communications",
CouncilWindow_CurrentInfluence,"[influence]",
CouncilWindow_Member1_Role,"Councilmember",
CouncilWindow_Member1_Name,"Aenar Pyr",
