Key,SourceString,Comment
Building_AIRFILTER_Description,"Rimuove il pericoloso *Inquinamento*, e anche lo *Xetano*, dall'aria per creare un ambiente più respirabile.",
Building_MINE_Name,"{Count}|plural(one=Miniera,other=Miniere)",
Building_MINE_Description,Si collega ai *Nodi Risorse* o ai *Campi di Risorse* per estrarre le risorse.,
Building_MINE_Flavor,_I nuovi arrivati di Titano possono trovare lavoro nei *caldi e confortevoli* tunnel minerari._,
Building_RESOURCE_PATCH_Name,"{Count}|plural(one=Campo di Risorse,other=Campi di Risorse)",
Building_RESOURCE_PATCH_Description,Contiene [minerals] o [isotopes].,
Building_RESOURCE_PATCH_Flavor,_I Minerali sono gustosi_,
Building_FACTORY_Name,"{Count}|plural(one=Fabbrica,other=Fabbriche)",
Building_FACTORY_Description,Ampio spazio per i *Dispositivi*. *Può essere connessa* per ottenere altra superfice.,
Building_FACTORY_Flavor,_Le Fabbriche sono dove le vaste Risorse sottoterra di Titano vengono trasformate in *utili Dispositivi*._,
Building_SMOKESTACK_Name,"{Count}|plural(one=Inceneritore,other=Inceneritori)",
Building_SMOKESTACK_Description,"Brucia velocemente i *Rifiuti*, rilasciando dei gas che possono nuocere ai *Cittadini* non protetti.",
Building_SMOKESTACK_Flavor,_La produttività degli Impiegati aumenta estraendo i gas tossici e *trasportandoli al sicuro nerll'ambiente*._,
Building_SHIPYARD_Name,"{Count}|plural(one=Cantiere,other=Cantieri)",
Building_SHIPYARD_Description,Permette la progettazione e la produzione di *imbarcazioni militari* volanti.,
Building_SHIPYARD_Flavor,_Le navi originariamente progettate per *trasportare minerali* si sono dimostrare ugualmente effettive nel *dispensare morte* ai rivali corporativi._,
Building_SHIPYARD_EmptyPlot_Name,"{Count}|plural(one=Lotto vacante,other=Lotti vacanti)",
Building_SHIPYARD_EmptyPlot_Description,Uno spazio vuoto *pronto per la costruzione*.,
Building_SHIPYARD_EmptyPlot_Flavor,_Il *terreno* è *l'unico bene che non può essere prodotto* o importato su Titano._,
Building_FARM_Name,"{Count}|plural(one=Fattoria,other=Fattorie)",
Building_FARM_Description,Coltiva *cibo* per nutrire i [citizens] che insistono nel voler mangiare.,
Building_FARM_Flavor,"_Finché non viene scoperta un'alternativa, i Cittadini necessitano di mangiare *tre volte* al giorno._",
Building_TRANSPORT HUB_Name,"{Count}|plural(one=Centro trasporti,other=Centri trasporti)",
Building_TRANSPORT HUB_Description,Facilita la costruzione delle *Strade* e l'acquisto di veicoli di trasporto.,
Building_TRANSPORT HUB_Flavor,"_Le strade sono la linfa vitale di Titano, e i Centri trasporti sono le arterie dove questa linfa scorre._",
Building_STORAGE FACILITY_Name,"{Count}|plural(one=Centro di stoccaggio,other=Centri di stoccaggio)",
Building_STORAGE FACILITY_Description,"Immagazzina *Risorse*. _Scusa, cosa pensavi che facesse?_",
Building_STORAGE FACILITY_Flavor,"_Mentre i Centri di stoccaggio possono immagazzinare *materiali grezzi e Dispositivi*, non possono immagazzinare *risorse umane*._",
Building_STORAGE FACILITY_Level1_Description,*Immagazzina* una piccola quantità di *Risorse*.,
Building_STORAGE FACILITY_Level1_Flavor,_Pile automatizze di container possono immagazzinare e recuperare materiali grezzi e dispositivi in un baleno._,
Building_STORAGE FACILITY_Level2_Description,Immagazzina* una quantità moderata di *Risorse*.,
Building_STORAGE FACILITY_Level2_Flavor,"_Mentre i Centri di stoccaggio possono immagazzinare *materiali grezzi e Dispositivi*, non possono immagazzinare *risorse umane*._",
Building_STORAGE FACILITY_Level3_Description,Immagazzina* una enorme quantità di *Risorse*.,
Building_STORAGE FACILITY_Level3_Flavor,"_Giganteschi Centri di stoccaggio *migliorano enormemente l'efficienza locale*, ma diventano i *bersagli perfetti per le corporazioni nemiche* che mirano a decimare le nostre Risorse._",
Building_MONUMENT_Name,"{Count}|plural(one=Monumento al Consiglio,other=Monumenti al Consiglio)",
Building_MONUMENT_Description,Aumenta il tasso di guadagno di *Influenza* quando l'Edificio è completato o migliorato. Il guadagno di Influenza gain viene ridotto se il Monumento viene distrutto. *Impossibile connettere.*,
Building_MONUMENT_Flavor,_Riempire i Cittadini con una sensazione di stupore promuove un senso di riverenza verso il Consiglio._,
Building_PLAYERCOUNCIL_Name,"{Count}|plural(one=Centro del Consiglio,other=Centri del Consiglio)",
Building_PLAYERCOUNCIL_Description,"Un avamposto del *Consiglio*, che estende la sua visuale e la sua [influence].",
Building_PLAYERCOUNCIL_Flavor,_The Consiglio vede tutto. A volte con un piccolo aiuto di chi preferisce ordine sul caos._,
Building_SPACEPORT_Name,"{Count}|plural(one=Astroporto,other=Astroporti)",
Building_SPACEPORT_Description,Permette l'accesso alle Migrazioni extra-mondo.,
Building_SPACEPORT_Flavor,"_Ora che sono state ristabilite le comunicazioni con Giove e il resto del sistema solare, gli *astroporti* forniscono dei collegamenti vitali per il commercio._",
Building_SLUM_Name,"{Count}|plural(one=Baraccopoli,other=Baraccopoli)",
Building_SLUM_Description,Aree residenziali per chi vive al di fuori della protezione corporativa.,
Building_SLUM_Flavor,_Impiegati sono sempre liberi di lasciare la sicurezza dei territori della Corporazione. Gli auguriamo buona fortuna._,
Building_HOMELESS_Name,Campo senzatetto,
Building_HOMELESS_Description,"Quelli che non si possono permette gli affitti da estorsione delle città sono costretti al vagabondaggio, ai margini delle città..",
Building_RESIDENTIAL_Name,"{Count}|plural(one=Residenziale,other=Edifici residenziali)",
Building_RESIDENTIAL_Description,"Spazio abitativo per *Cittadini*, abbassa il rischio di malattie dovute all'inquinamento e di morte.",
Building_RESIDENTIAL_Flavor,"_Per evitare la perdita di risorse umane, i Cittadini sono incoraggiati a dormire quanto riescono a permettersi._",
Building_OFFICE_Name,"{Count}|plural(one=Ufficio,other=Uffici)",
Building_OFFICE_Description,Genera velocemente *Crediti* impiegando dei *Cittadini* liberi per visualizzare le pubblicità.,
Building_OFFICE_Flavor,_Gli Impiegati con una attitudine manageriale nelle risorse umane possono trovare un impiego redditizio negli uffici._,
Building_HOSPITAL_Name,"{Count}|plural(one=Ospedale,other=Ospedali)",
Building_HOSPITAL_Description,Guarisce i [citizens] che soffrono di problemi di salute relativi all'Inquinamento.,
Building_HOSPITAL_Flavor,"_In alcuni rari casi, le corporazione potrebbero trovare *economicamente efficiente* far guarire un Impiegato ferito._",
Building_CLUB_Name,"{Count}|plural(one=Club,other=Club)",
Building_CLUB_Description,"Un luogo dove i [citizens] possono divertirsi, anche se a volte irresponsabilmente.",
Building_CLUB_Flavor,_Le temporanee *interruzioni dei Cittadini si possono evitare* dandogli libero accesso a *antidepressivi economici* e *musica ad alto volume*._,
Building_DECO_01_Name,"{Count}|plural(one=Parco,other=Parchi)",
Building_DECO_01_Description,Uno spazio tenuto vuoto in cui i [citizens] possono divertirsi.,
Building_STORE_Name,"{Count}|plural(one=Negozio,other=Negozi)",
Building_STORE_Description,Fornisce un posto ai [citizens] per spendere [credits] sui prodotti commerciali.,
Building_STORE_Flavor,"_I civili hanno la libertà più grande di tutte, la libertà del consumatore._",
Building_LAKE_Name,"{Count}|plural(one=Lago,other=Laghi)",
Building_LAKE_Description,Un lago presente da molto prima che arrivassimo.,
Building_RUINS_Name,"{Count}|plural(one=Rovine,other=Rovine)",
Building_RUINS_Description,I resti di una vecchia civiltà.,
Building_RUINS_Flavor,"_Titano era una volta la casa di *-classificato-*, un gruppo così potente che *crearono il sole artificiale di Titano*._",
Building_RESEARCH CENTER_Name,"{Count}|plural(one=Centro di Ricerca,other=Centri di Ricerca)",
Building_RESEARCH CENTER_Description,"Studiando le rovine di Titano, gli scienziati possono *riscoprire tecnologie da tempo perdute*.",
Building_RESEARCH CENTER_Flavor,_I Centri di Ricerca forniscono un *posto sicuro dove sperimentare tecnologie sconosciute*. L'Edificio ermeticamente sigillato lo rende sicuro per tutti quelli *al di fuori* del Ceontro di Ricerca._,
Building_COMMAND CENTER_Name,"{Count}|plural(one=Centro di comando,other=Centri di comando)",
Building_COMMAND CENTER_Description,Espande la *Visione e la Zona di comando* permettendoti di reclamare terreni molto più lontano.,
Building_COMMAND CENTER_Flavor,_I Centri di comando hanno un ruolo vitale nel *migliorare le performance* e *ridurre le azioni dispendiose*._,
Building_ROCKS_Name,"{Count}|plural(one=Rocce,other=Rocce)",
Building_ROCKS_Description,La superfice di Titano prima che fosse colonizzato.,
Building_FLAK CANNON_Name,"{Count}|plural(one=Torretta difensiva,other=Torrette difensive)",
Building_FLAK CANNON_Description,Un cannone difensivo terra-aria usato come protezione contro gli attacchi delle navi nemiche.,
Building_FLAK CANNON_Flavor,"_I cannoni flak sono eccezionalmente utili nel distruggere le navi nemiche, e indirettamente, qualsiasi cosa *direttamente sotto* le navi nemiche._",
Building_COUNCIL HALL_Name,"{Count}|plural(one=Sala del Consiglio,other=Sale del Consiglio)",
Building_COUNCIL HALL_Description,Tutto viene monitorato dall'occhio vigile del Consiglio.,
Building_COUNCIL HALL_Flavor,_L'obiettivo del Consiglio è mantenere lo status-quo ed evitare un altro spiacevole._,
Building_TRAINING_Name,"{Count}|plural(one=Centro di conversione,other=Centri di conversione)",
Building_TRAINING_Description,Converte (in)volontariamente i *Cittadini* in *Impiegati* a un ritmo più elevato.,
Building_TRAINING_Flavor,_Educazione obbligatoria e sessioni di miglioramento sono vitali per aumentare la profitabbilità degli asset biologici._,
Building_HQ_Name,Quartier generale,
Building_HQ_Description,Il cuore pulsante della corporazione.,
Building_HQ_Flavor,_Gli Impiegati ordinari fantasticano su quello che succede all'interno dei quartier generali delle megacorporazioni di Titano._,
Building_DECO_Name,"{Count}|plural(one=Spazio decorativo,other=Spazi decorativi)",
Building_DECO_Description,"Un parco decorativo, migliora l'umore dei Cittadini.",
Building_DECO_Flavor,_I Cittadini che necessitano di relax possono spendere i crediti corporativi per godersi delle simulazioni dei vari paesaggi della Terra._,
Building_ROAD_Name,"{Count}|plural(one=Strada,other=Strada)",
Building_ROAD_Description,Permette ai veicoli di viaggiare alle zone connesse della Città.,
Building_ROAD_Flavor,Un camion senza strade è come cercare di mangiare con una sola bacchetta.,
Building_FUEL GENERATOR_Name,"{Count}|plural(one=Turbina di Carburante,other=Turbine di Carburante)",
Building_FUEL GENERATOR_Description,Preleva lo *Xetano* dall'aria e lo converte in Carburante per essere usato nelle *Centrali energetiche*. Fa danni collaterali *extra* se distrutto.,
Building_FUEL CENTER_Name,"{Count}|plural(one=Silo di Carburante,other=Silo di Carburante)",
Building_FUEL CENTER_Description,Immagazzina il *Carburante* in eccesso come riserva. Fa danni collaterali *extra* se distrutto.,
Building_BATTERY CENTER_Name,"{Count}|plural(one=Deposito energetico,other=Depositi energetici)",
Building_BATTERY CENTER_Description,L'*Energia* inutilizzata viene immagazzinata come riserva.,
Building_STASIS BEAM_Name,"{Count}|plural(one=Torretta a raggio statico,other=Torrette a raggio statico)",
Building_STASIS BEAM_Description,Riduce il movimento delle imbarcazioni nemiche.,
Building_PRECISION LASER_Name,"{Count}|plural(one=Torretta laser di precisione,other=Torrette laser di precisione)",
Building_PRECISION LASER_Description,Una struttura difensiva che può colpire parti specifiche delle navi nemiche.,
Building_REBEL HQ_Name,QG Ribelle,
Building_REBEL HQ_Description,Alcune zone di Titano si liberano dalle loro corporazioni e diventano stati ribelli indipendenti.,
Building_REBEL_SHIPYARD_Name,Cantiere Ribelle,
Building_REBEL_SHIPYARD_Description,Alcune zone di Titano si liberano dalle loro corporazioni e diventano stati ribelli indipendenti.,
Building_REBEL_TURRET_Name,Torretta Ribelle,
Building_REBEL_TURRET_Description,Alcune zone di Titano si liberano dalle loro corporazioni e diventano stati ribelli indipendenti.,
Building_DAMAGED BUILDINGS_Name,Edifici danneggiati,
Building_DAMAGED BUILDINGS_Description,"Non sono rare delle schermaglie tra fazioni rivali, ma la completa distruzione degli Edifici è malvista dal *Consiglio*.",
Building_BUILDING_DESTROYED_Name,Edificio distrutto,
Building_BUILDING_DESTROYED_Description,Le rovine di un edificio. Può ancora contenere qualcosa di valore.,
Building_UNREFINED MINERAL INDICATOR_Name,Nodo Minerali,
Building_UNREFINED MINERAL INDICATOR_Description,Luogo dove estrarre Minerali non raffinati.,
Building_UNREFINED ISOTOPE INDICATOR_Name,Nodo Isotopi,
Building_UNREFINED ISOTOPE INDICATOR_Description,Luogo dove estrarre Isotopi non raffinati.,
Building_RESOURCE_PATCH_MINERALS_Name,Campo di Minerali,
Building_RESOURCE_PATCH_MINERALS_Description,"Utili e abbondanti, conviene fare sempre incetta di Minerali.",
Building_RESOURCE_PATCH_ISOTOPES_Name,Campo di Isotopi,
Building_RESOURCE_PATCH_ISOTOPES_Description,Una risorsa naturale costosa ma fragile. Raccogliere con cura.,
Building_CREVICE_Name,"{Count}|plural(one=Fessura,other=Fessure)",
Building_CREVICE_Description,"Nessuno è sicuro sullo scopo di queste antiche fessure che emettono *Xetano*, e nessuno che si è calato dentro di esse è mai tornato in superfice.",
Building_SINKHOLE_Name,"{Count}|plural(one=Fossa,other=Fosse)",
Building_SINKHOLE_Description,"Queste misteriose anomalie non pongono nessuna minaccia agli edifici intorno, ma la loro vera natura è offuscata dall'enorme quantità di *Xetano* che trasudano.",
Building_UniqueID_Format,{Name}-{Number},
Building_UniqueID_Name0,And,
Building_UniqueID_Name1,Bet,
Building_UniqueID_Name2,Car,
Building_UniqueID_Name3,Del,
Building_UniqueID_Name4,Eta,
Building_UniqueID_Name5,Fyr,
Building_UniqueID_Name6,Gil,
Building_UniqueID_Name7,Hel,
Building_UniqueID_Name8,Iio,
Building_UniqueID_Name9,Jel,
Building_UniqueID_Name10,Kat,
Building_UniqueID_Name11,Lem,
Building_UniqueID_Name12,Mon,
Building_UniqueID_Name13,Nil,
Building_UniqueID_Name14,Oup,
Building_UniqueID_Name15,Pel,
Building_UniqueID_Name16,Qor,
Building_UniqueID_Name17,Rux,
Building_UniqueID_Name18,Sny,
Building_UniqueID_Name19,Tal,
Building_UniqueID_Name20,Uxo,
Building_UniqueID_Name21,Vri,
Building_UniqueID_Name22,Wav,
Building_UniqueID_Name23,Xxy,
Building_UniqueID_Name24,Yah,
Building_UniqueID_Name25,Zed,
Device_UniqueID_Format,{Number}.{Name},
Device_UniqueID_Name0,A,
Device_UniqueID_Name1,B,
Device_UniqueID_Name2,C,
Device_UniqueID_Name3,D,
Device_UniqueID_Name4,E,
Device_UniqueID_Name5,F,
Device_UniqueID_Name6,G,
Device_UniqueID_Name7,H,
Device_UniqueID_Name8,I,
Device_UniqueID_Name9,J,
Device_UniqueID_Name10,K,
Device_UniqueID_Name11,L,
Device_UniqueID_Name12,M,
Device_UniqueID_Name13,N,
Device_UniqueID_Name14,O,
Device_UniqueID_Name15,P,
Device_UniqueID_Name16,Q,
Device_UniqueID_Name17,R,
Device_UniqueID_Name18,S,
Device_UniqueID_Name19,T,
Device_UniqueID_Name20,U,
Device_UniqueID_Name21,V,
Device_UniqueID_Name22,W,
Device_UniqueID_Name23,X,
Device_UniqueID_Name24,Y,
Device_UniqueID_Name25,Z,
Building_CanUpgradeReason_Unknown,Miglioramento disattivato per la Demo,
Building_CanUpgradeReason_AlwaysImpossible,Sempre impossibile,
Building_CanUpgradeReason_CannotAfford,*Risorse insufficienti* per migliorare l'Edificio.,
Building_CanUpgradeReason_AlreadyAtMaxLevel,Edificio è già al *Livello 3*.,
Building_CanUpgradeReason_TaskInProgress,È in corso un compito.,
Building_CanUpgradeReason_Success,Si può migliorare,
Building_CanUpgradeReason_OutsideCommandTerritory,L'Edificio è fuori dal territorio di comando,
Building_CanConnectReason_Unknown,Problema sconosciuto,
Building_CanConnectReason_AlwaysImpossible,Sempre impossibile,
Building_CanConnectReason_CannotAfford,*Risorse insufficienti* per connettere l'Edificio.,
Building_CanConnectReason_AlreadyConnected,L'Edificio è *già connesso*.,
Building_CanConnectReason_NoValidNeighbor,Nessun Edificio *adiacente valido* da connettere.,
Building_CanConnectReason_TaskInProgress,È in corso un compito.,
Building_CanConnectReason_OutsideCommandTerritory,Gli Edifici devono essere entrambi dentro il territorio di comando per poter essere connessi.,
Building_CanConnectReason_Success,Può connettersi.,
TransportHub_CanBuildTruckTooltip_CannotAfford,Non puoi permetterti di costruire un camion.,
TransportHub_CanBuildTruckTooltip_NoSpace,Spazio non sufficiente per aggiungere un camion.,
TransportHub_CanBuildTruckTooltip_ConstructionInProgress,Camion in costruzione.,
ShipHullCategory_Level1_Name,Livello 1,
ShipHullCategory_Level1_Description,"Piccoli ricognitori leggermente corazzati, perfetti per l'esplorazione.",
ShipHullCategory_Level2_Name,Livello 2,
ShipHullCategory_Level2_Description,Navi di dimensione medie per il combattimento generico.,
ShipHullCategory_Level3_Name,Livello 3,
ShipHullCategory_Level3_Description,"Terrificanti navi madre, le migliori per classe in combattimento, ma lente nel movimento.",
Ship_Unknown_Name,Nave sconosciuta,
Ship_Unknown_Description,Guarda nel file di config!,
Ship_Player-L1-01_Name,Falco Classe.S,
Ship_Player-L1-01_Description,"Un *ricognitore economico* e veloce, con supporto base per le armi.",
Ship_Player-L1-02_Name,Tidal Rv.3,
Ship_Player-L1-02_Description,"Una nave standard, con uno *scafo leggermente più resistente*.",
Ship_Player-L1-03_Name,Nave L1-03,
Ship_Player-L1-03_Description,Ha bisogno di una descrizione!,
Ship_Player-L1-04_Name,Nave L1-04,
Ship_Player-L1-04_Description,Ha bisogno di una descrizione!,
Ship_Player-L1-05_Name,Nave L1-05,
Ship_Player-L1-05_Description,Ha bisogno di una descrizione!,
Ship_Player-L2-01_Name,Corvo Classe.C ,
Ship_Player-L2-01_Description,"Un incrociatore medio *a buon mercato*, che è buono *un po' in tutto*.",
Ship_Player-L2-02_Name,Kite ATK.CFG ,
Ship_Player-L2-02_Description,"Un caccia d'attacco, supporta *più armi* al prezzo di una *minore integrità dello scafo*.",
Ship_Player-L2-03_Name,Nave L2-03,
Ship_Player-L2-03_Description,Ha bisogno di una descrizione!,
Ship_Player-L2-04_Name,Nave L2-04,
Ship_Player-L2-04_Description,Ha bisogno di una descrizione!,
Ship_Player-L2-05_Name,Nave L2-05,
Ship_Player-L2-05_Description,Ha bisogno di una descrizione!,
Ship_Player-L3-01_Name,Tifone Mk II,
Ship_Player-L3-01_Description,"Una potente portarei, capace di supportare *diverse armi*.",
Ship_Player-L3-02_Name,Nave L3-02,
Ship_Player-L3-02_Description,Ha bisogno di una descrizione!,
Ship_Player-L3-03_Name,Nave L3-03,
Ship_Player-L3-03_Description,Ha bisogno di una descrizione!,
Ship_Player-L3-04_Name,Nave L3-04,
Ship_Player-L3-04_Description,Ha bisogno di una descrizione!,
Ship_Player-L3-05_Name,Nave L3-05,
Ship_Player-L3-05_Description,Ha bisogno di una descrizione!,
RebelShipTitle,Nave Ribelle,
Ship_AI-L1-01_Name,Tifone SyMec,
Ship_AI-L1-01_Description,Un *piccolo ricognitore* utilizzato per *incursioni e per disturbare le strutture di produzione*.,
Ship_AI-L2-01_Name,Torrente SyMec,
Ship_AI-L2-01_Description,La *Torrente* ha delle eccellenti capacità multiruolo e una resistenza di scafo decente.,
Ship_AI-L3-01_Name,Tsunami SyMec,
Ship_AI-L3-01_Description,"Ben armata e pesantemente corazzata, la *Tsunami* rappresenta la punta della *persuasione corporativa*.",
Ship_Rebel-L1-01_Name,Libertà K1,
Ship_Rebel-L1-01_Description,"Ricavata dai *rottami*, le navi Ribelli *sono pericolose per i nemici e per loro stessi*.",
Ship_Rebel-L1-02_Name,Luce di Rhea,
Ship_Rebel-L1-02_Description,Rebel L1 02 Description,
Ship_Rebel-L1-03_Name,Il Martello,
Ship_Rebel-L1-03_Description,Rebel L1 03 Description,
Ship_Rebel-L2-01_Name,Unità CS,
Ship_Rebel-L2-01_Description,L'ingegnosità Ribelle può trasformare una semplice fregata in un devastante incrociatore.,
Ship_Rebel-L2-02_Name,Spaccapioggia,
Ship_Rebel-L2-02_Description,Rebel L2 02 Description,
Ship_Rebel-L2-03_Name,Cane di speranza,
Ship_Rebel-L2-03_Description,Rebel L2 03 Description,
Ship_Rebel-L3-01_Name,Allenza nomade,
Ship_Rebel-L3-01_Description,Rebel L3 01 Description,
Ship_Rebel-L3-02_Name,La Fuga,
Ship_Rebel-L3-02_Description,Rebel L3 02 Description,
Ship_Rebel-L3-03_Name,Clipper solare,
Ship_Rebel-L3-03_Description,Rebel L3 03 Description,
Objectives_Button_Tooltip,Clicca per muovere verso l'obiettivo.,
Objectives_build_shipyard_Title,Trova il lotto vuoto marchiato,
Objectives_build_shipyard_Description,*Trova il lotto vuoto* e costruisci il Cantiere.,
Objectives_enter_shipyard_Title,Entra nel Cantiere,
Objectives_enter_shipyard_Description,*Entra nel Cantiere* per creare una nave.,
Objectives_choose_hull_Title,Scegli scafo,
Objectives_choose_hull_Description,*Scegli uno scafo* da riempire di Dispositivi.,
Objectives_launch_ship_Title,Lancia nave,
Objectives_launch_ship_Description,Progetta e lancia una nave.,
Objectives_defeat_enemy_3_left_Title,Sconfiggi le navi nemiche,
Objectives_defeat_enemy_3_left_Description,È il momento di abbatterle!,
Objectives_defeat_enemy_2_left_Title,Sconfiggi le navi nemiche,
Objectives_defeat_enemy_2_left_Description,*2 navi* rimaste,
Objectives_defeat_enemy_1_left_Title,Sconfiggi le navi nemiche,
Objectives_defeat_enemy_1_left_Description,*1 nave* rimasta,
DialogBox_ShowIntro_P1,"Ti diamo il benvenuto nel gioco, è il momento di costruire.",
DialogBox_ShowIntro_P2,Costruisci un Cantiere e una nave!,
DialogBox_AfterLaunchShip_P1,Vai e attacca quei brutti pirati schifosi!,
WorkerNames_0,Jayk,
WorkerNames_1,Kayl,
WorkerNames_2,Lyss,
WorkerNames_3,Kaff,
WorkerNames_4,El,
WorkerNames_5,Nord,
WorkerNames_6,Okio,
WorkerNames_7,Elum,
WorkerNames_8,Melo,
WorkerNames_9,Ralx,
WorkerNames_10,Tiff,
WorkerNames_11,Aern,
WorkerNames_12,Pol,
WorkerNames_13,Varn,
WorkerNames_14,Nauss,
HUD_StatusBar_GameTimeLabel,Ora:,
HUD_StatusBar_GameTimeShort,{Day}:{Hour}:{Minute},
HUD_StatusBar_GameTimetooltip,SunCycles:Hours:Minutes,
HUD_StatusBar_GameSpeed,x{Speed},
HUD_StatusBar_Paused,In pausa,
HUD_StatusBar_PauseButtonTooltip,Pausa,
HUD_StatusBar_1xSpeedTooltip,Velocità normale,
HUD_StatusBar_2xSpeedTooltip,Velocità 2x,
HUD_StatusBar_3xSpeedTooltip,Velocità 3x,
HUD_StatusBar_OneBuildingIsUnderAttack,Sotto attacco!,
HUD_StatusBar_ManyBuildingsUnderAttackFormat,Sotto attacco e altri *{Number}*!,
HUD_StatusBar_TimeUntilNextWave,Prossima ondata nemica:,
HUD_StatusBar_CreditsTitle,Crediti,
HUD_StatusBar_CreditsFormat,{Credits},
HUD_StatusBar_CitizensTitle,Cittadini,
HUD_StatusBar_CitizensFormat,{Citizens},
HUD_StatusBar_InfluenceTitle,Influenza,
HUD_StatusBar_InfluenceFormat,{Influence},
HUD_StatusBar_WorkersTitle,Impiegato,
HUD_StatusBar_WorkersFormat,{Employee},
HUD_StatusBar_PowerTitle,Energia,
HUD_StatusBar_PowerFormat,{Power},
HUD_StatusBar_MenuButtonLabel,Menu,
HUD_StatusBar_StorageFull,Pieno,
HUD_StatusBar_CallToArmsButtonLabel,Allarme rosso!,
HUD_StatusBar_BurrowButtonLabel,Sotterra,
HUD_StatusBar_UnburrowButtonLabel,Disotterra,
HUD_StatusBar_BurrowingButtonLabel,Sotterro...,
HUD_StatusBar_UnburrowingButtonLabel,Disotterro...,
HUD_StatusBar_BurrowCoolingDownButtonLabel,In ricarica...,
HUD_StatusBar_BurrowButtonTooltipCost,Costo attivazione sotterramento:,
HUD_StatusBar_BurrowButtonTooltip,"*Sotterrare* la tua Città la protegge dagli attacchi, nascondendo temporaneamente gli *Edifici* sottoterra.\n\nCi vuole del tempo per ricaricarla, quindi usala con cura.\n\n*Gli Edifici connessi, il QG, i Centri di comando e le Torrette difensive non possono sotterrarsi.*",
HUD_StatusBar_CorpButtonTooltip,Sommario Corporazione\n\n(*Prossimamente in Early Access*),
HUD_StatusBar_TechButtonTooltip,Ricerca,
HUD_StatusBar_MigrantsBiddingOpen,Apri,
HUD_StatusBar_LogButtonLabel,Log,
HUD_StatusBar_EnergyTooltip_Title,L'Energia mantiene i Dispositivi e gli Edifici della tua città on-line.,
HUD_StatusBar_EnergyTooltip_Description,L'Energia mantiene i Dispositivi e gli Edifici della tua città on-line.,
HUD_StatusBar_Resources,Risorse,
HUD_StatusBar_ResourcesTooltip_Title,Risorse,
HUD_StatusBar_ResourcesTooltip_Description,"*Minerali* e *Isotopi* sono i materiali con cui costruire la tua Città.\n\nAcquisisci altre risorse *Recuperando Rovine*, *raccogliendo i Campi di Risorse* o *estraendo dai Nodi Risorse*.",
HUD_StatusBar_Artifacts,Artefatti,
HUD_StatusBar_ArtifactsTooltip_Title,Artefatti,
HUD_StatusBar_ArtifactsTooltip_Description,Gli *Artefatti* sono dispositivi tecnologici antichi raccolti nelle *Rovine*. Possono essere utilizzati per convertire *Cittadini* in *Impiegati* o commerciati col *Consiglio* in cambio di *Influenza*.,
HUD_StatusBar_ArtifactsTooltip_Red,Artefatti,
HUD_StatusBar_ArtifactsTooltip_Blue,Tecnologia Blu,
HUD_StatusBar_ArtifactsTooltip_Yellow,Tecnologia Gialla,
HUD_StatusBar_CreditsTooltip_Title,Crediti,
HUD_StatusBar_CreditsTooltip_Description,"Usa i *Crediti* per *Sbloccare* Edifici, attivare *Sotterra*, o *Riparare* Edifici.\n\nI Crediti possono essere generati dalle *Stazioni di Monetizzazione* e dagli *Uffici*.",
HUD_StatusBar_CreditsTooltip_Current,Crediti attuali:,
HUD_StatusBar_CreditsTooltip_TickRate,Tasso guadagno crediti:,
HUD_StatusBar_CouncilTooltip_Title,Comunicazioni del Consiglio,
HUD_StatusBar_CouncilTooltip_Description,"Il Consiglio può scambiare *Influenza* per *Minerali*, *Isotopi* e *Crediti*. Dona *Artefatti* for ottenere *Influenza* extra.",
HUD_StatusBar_CouncilTooltip_CurrentInfluence,Influenza attuale:,
HUD_StatusBar_CouncilTooltip_InfluenceGain,Tasso guadagno Influenza:,
HUD_StatusBar_CouncilTooltip_InfluenceGainFormat,+{Influence} al min,
HUD_StatusBar_CouncilTooltip_CurrentTradeTickets,Biglietti commercio attuali:,
HUD_StatusBar_CouncilTooltip_NextTicket,Prossimo biglietto:,
HUD_StatusBar_PopulationTooltip_Title,Cittadini,
HUD_StatusBar_PopulationTooltip_Description,Costruisci *Unità abitative* o *Edifici residenziali* per aumentare lo *Spazio abitativo*. Lo Spazio abitativo determina quanti *Cittadini* puoi avere al massimo.,
HUD_StatusBar_PopulationTooltip_CurrentCitizens,Cittadini attuali:,
HUD_StatusBar_PopulationTooltip_CurrentLivingSpace,Spazio abitativo attuale:,
HUD_StatusBar_WorkerTooltip_Title,Gestione Impiegati,
HUD_StatusBar_WorkerTooltip_Description,Clicca per visualizzare i compiti attuali e in attesa degli *Impiegato*. Gestisci le priorità dei lavori *trascinandoli*.,
HUD_StatusBar_WorkerTooltip_CurrentEmployeees,Impiegati attuali:,
HUD_StatusBar_WorkerTooltip_CurrentSupply,Limite Impiegati:,
HUD_StatusBar_MigrantTooltip_Title,Migrazioni extra-mondo,
HUD_StatusBar_MigrantTooltip_Description,"Usa l'*Influenza* per comprare navi cariche di *Cittadini*, *Minerali* e *Isotopi*.",
HUD_StatusBar_MigrantTooltip_ShipsDocked,Navi attraccate:,
HUD_StatusBar_ElectricityFuel_NoGrids,No Reti,
HUD_StatusBar_ElectricityFuel_NoGridsTooltip,Non ci sono reti alimentate in Città. Qui saranno mostrate le reti.,
HUD_StatusBar_ElectricityFuel_GridFormat,Rete #{Number},
HUD_StatusBar_ElectricityFuel_Fuel,Carb.,
