Key,SourceString,Comment
Building_FARM_Flavor,"_Finché non viene scoperta un'alternativa, i Cittadini necessitano di mangiare *tre volte* al giorno._",
Building_TRANSPORT HUB_Name,"{Count}|plural(one=Centro trasporti,other=Centri trasporti)",
Building_TRANSPORT HUB_Description,Permette la costruzione di veicoli di trasporto e *Strade*.,
Building_TRANSPORT HUB_Flavor,"_Veicoli autonomi si muovono nelle arterie della Città, trasportando persone e merci alla loro destinazione._",
Building_STORAGE FACILITY_Name,"{Count}|plural(one=Centro di stoccaggio,other=Centri di stoccaggio)",
Building_STORAGE FACILITY_Description,"Immagazzina *Risorse*. _Scusa, cosa pensavi che facesse?_",
Building_STORAGE FACILITY_Flavor,"_Mentre i Centri di stoccaggio possono immagazzinare *materiali grezzi e Dispositivi*, non possono immagazzinare *risorse umane*._",
Building_STORAGE FACILITY_Level1_Description,*Immagazzina* una piccola quantità di *Risorse*.,
Building_STORAGE FACILITY_Level1_Flavor,_Pile automatizze di container possono immagazzinare e recuperare materiali grezzi e dispositivi in un baleno._,
Building_STORAGE FACILITY_Level2_Description,Immagazzina* una quantità moderata di *Risorse*.,
Building_STORAGE FACILITY_Level2_Flavor,"_Mentre i Centri di stoccaggio possono immagazzinare *materiali grezzi e Dispositivi*, non possono immagazzinare *risorse umane*._",
Building_STORAGE FACILITY_Level3_Description,Immagazzina* una enorme quantità di *Risorse*.,
Building_STORAGE FACILITY_Level3_Flavor,"_Giganteschi Centri di stoccaggio *migliorano enormemente l'efficienza locale*, ma diventano i *bersagli perfetti per le corporazioni nemiche* che mirano a decimare le nostre Risorse._",
Building_MONUMENT_Name,"{Count}|plural(one=Monumento al Consiglio,other=Monumenti al Consiglio)",
Building_MONUMENT_Description,Aumenta il tasso di guadagno di *Influenza* quando l'Edificio è completato o migliorato. Il guadagno di Influenza gain viene ridotto se il Monumento viene distrutto. *Impossibile connettere.*,
Building_MONUMENT_Flavor,_Riempire i Cittadini con una sensazione di stupore promuove un senso di riverenza verso il Consiglio._,
Building_PLAYERCOUNCIL_Name,"{Count}|plural(one=Centro del Consiglio,other=Centri del Consiglio)",
Building_PLAYERCOUNCIL_Description,"Un avamposto del *Consiglio*, che estende la sua visuale e la sua [influence].",
Building_PLAYERCOUNCIL_Flavor,_The Consiglio vede tutto. A volte con un piccolo aiuto di chi preferisce ordine sul caos._,
Building_SPACEPORT_Name,"{Count}|plural(one=Astroporto,other=Astroporti)",
Building_SPACEPORT_Description,Permette l'accesso alle Migrazioni extra-mondo.,
Building_SPACEPORT_Flavor,"_Ora che sono state ristabilite le comunicazioni con Giove e il resto del sistema solare, gli *astroporti* forniscono dei collegamenti vitali per il commercio._",
Building_SLUM_Name,"{Count}|plural(one=Baraccopoli,other=Baraccopoli)",
Building_SLUM_Description,Aree residenziali per chi vive al di fuori della protezione corporativa.,
Building_SLUM_Flavor,_Impiegati sono sempre liberi di lasciare la sicurezza dei territori della Corporazione. Gli auguriamo buona fortuna._,
Building_HOMELESS_Name,Campo senzatetto,
Building_HOMELESS_Description,"Quelli che non si possono permette gli affitti da estorsione delle città sono costretti al vagabondaggio, ai margini delle città..",
Building_RESIDENTIAL_Name,"{Count}|plural(one=Residenziale,other=Edifici residenziali)",
Building_RESIDENTIAL_Description,"Spazio abitativo per *Cittadini*, abbassa il rischio di malattie dovute all'inquinamento e di morte.",
Building_RESIDENTIAL_Flavor,"_Per evitare la perdita di risorse umane, i Cittadini sono incoraggiati a dormire quanto riescono a permettersi._",
Building_OFFICE_Name,"{Count}|plural(one=Ufficio,other=Uffici)",
Building_OFFICE_Description,Genera velocemente *Crediti* impiegando dei *Cittadini* liberi per visualizzare le pubblicità.,
Building_OFFICE_Flavor,_Gli Impiegati con una attitudine manageriale nelle risorse umane possono trovare un impiego redditizio negli uffici._,
Building_HOSPITAL_Name,"{Count}|plural(one=Ospedale,other=Ospedali)",
Building_HOSPITAL_Description,Guarisce i [citizens] che soffrono di problemi di salute relativi all'Inquinamento.,
Building_HOSPITAL_Flavor,"_In alcuni rari casi, le corporazione potrebbero trovare *economicamente efficiente* far guarire un Impiegato ferito._",
Building_CLUB_Name,"{Count}|plural(one=Club,other=Club)",
Building_CLUB_Description,"Un luogo dove i [citizens] possono divertirsi, anche se a volte irresponsabilmente.",
Building_CLUB_Flavor,_Le temporanee *interruzioni dei Cittadini si possono evitare* dandogli libero accesso a *antidepressivi economici* e *musica ad alto volume*._,
Building_DECO_01_Name,"{Count}|plural(one=Parco,other=Parchi)",
Building_DECO_01_Description,Uno spazio tenuto vuoto in cui i [citizens] possono divertirsi.,
Building_STORE_Name,"{Count}|plural(one=Negozio,other=Negozi)",
Building_STORE_Description,Fornisce un posto ai [citizens] per spendere [credits] sui prodotti commerciali.,
Building_STORE_Flavor,"_I civili hanno la libertà più grande di tutte, la libertà del consumatore._",
Building_LAKE_Name,"{Count}|plural(one=Lago,other=Laghi)",
Building_LAKE_Description,Un lago presente da molto prima che arrivassimo.,
Building_RUINS_Name,"{Count}|plural(one=Rovine,other=Rovine)",
Building_RUINS_Description,I resti di una vecchia civiltà.,
Building_RUINS_Flavor,"_Titano era una volta la casa di *-classificato-*, un gruppo così potente che *crearono il sole artificiale di Titano*._",
Building_RESEARCH CENTER_Name,"{Count}|plural(one=Centro di Ricerca,other=Centri di Ricerca)",
Building_RESEARCH CENTER_Description,"Studiando le rovine di Titano, gli scienziati possono *riscoprire tecnologie da tempo perdute*.",
Building_RESEARCH CENTER_Flavor,_Ricerca Centers provide a *safe place to experiment with unknown technologies*. The hermetically-sealed Edificio makes it safe for everyone *outside* of the research center._,
Building_COMMAND CENTER_Name,"{Count}|plural(one=Centro di comando,other=Centri di comando)",
Building_COMMAND CENTER_Description,Espande la *Visione e la Zona di comando* permettendoti di reclamare terreni molto più lontano.,
Building_COMMAND CENTER_Flavor,_I Centri di comando hanno un ruolo vitale nel *migliorare le performance* e *ridurre le azioni dispendiose*._,
Building_ROCKS_Name,"{Count}|plural(one=Rocce,other=Rocce)",
Building_ROCKS_Description,La superfice di Titano prima che fosse colonizzato.,
Building_FLAK CANNON_Name,"{Count}|plural(one=Torretta difensiva,other=Torrette difensive)",
Building_FLAK CANNON_Description,Un cannone difensivo terra-aria usato come protezione contro gli attacchi delle navi nemiche.,
Building_FLAK CANNON_Flavor,"_I cannoni flak sono eccezionalmente utili nel distruggere le navi nemiche, e indirettamente, qualsiasi cosa *direttamente sotto* le navi nemiche._",
Building_COUNCIL HALL_Name,"{Count}|plural(one=Sala del Consiglio,other=Sale del Consiglio)",
Building_COUNCIL HALL_Description,Tutto viene monitorato dall'occhio vigile del Consiglio.,
Building_COUNCIL HALL_Flavor,_L'obiettivo del Consiglio è mantenere lo status-quo ed evitare un altro spiacevole._,
Building_TRAINING_Name,"{Count}|plural(one=Centro di conversione,other=Centri di conversione)",
Building_TRAINING_Description,Converte (in)volontariamente i *Cittadini* in *Impiegati* a un ritmo più elevato.,
Building_TRAINING_Flavor,_Educazione obbligatoria e sessioni di miglioramento sono vitali per aumentare la profitabbilità degli asset biologici._,
Building_HQ_Name,Quartier generale,
Building_HQ_Description,Il cuore pulsante della corporazione,
Building_HQ_Flavor,_Gli Impiegati ordinari fantasticano su quello che succede all'interno dei quartier generali delle megacorporazioni di Titano._,
Building_DECO_Name,"{Count}|plural(one=Spazio decorativo,other=Spazi decorativi)",
Building_DECO_Description,"Un parco decorativo, migliora l'umore dei Cittadini.",
Building_DECO_Flavor,_I Cittadini che necessitano di relax possono spendere i crediti corporativi per godersi delle simulazioni dei vari paesaggi della Terra._,
Building_ROAD_Name,"{Count}|plural(one=Strada,other=Strada)",
Building_ROAD_Description,Collega le aree della Città e migliora il trasporto.,
Building_FUEL GENERATOR_Name,"{Count}|plural(one=Turbina di Carburante,other=Turbine di Carburante)",
Building_FUEL GENERATOR_Description,Genera *Carburante* per essere usato nelle *Centrali energetiche*. Fa danni collaterali *extra* se distrutto.,
Building_FUEL CENTER_Name,"{Count}|plural(one=Silo di Carburante,other=Silo di Carburante)",
Building_FUEL CENTER_Description,Immagazzina il *Carburante* in eccesso come riserva. Fa danni collaterali *extra* se distrutto.,
Building_BATTERY CENTER_Name,"{Count}|plural(one=Deposito energetico,other=Depositi energetici)",
Building_BATTERY CENTER_Description,L'*Energia* inutilizzata viene immagazzinata come riserva.,
Building_STASIS BEAM_Name,"{Count}|plural(one=Stasis Beam Turret,other=Stasis Beam Turrets)",
Building_STASIS BEAM_Description,Reduces the movement speed of enemy vessels.,
Building_PRECISION LASER_Name,"{Count}|plural(one=Precision Laser Turret,other=Precision Laser Turrets)",
Building_PRECISION LASER_Description,A defensive structure able to target specific parts of enemy ships.,
Building_REBEL HQ_Name,QG Ribelle,
Building_REBEL HQ_Description,Alcune zone di Titano si liberano dalle loro corporazioni e diventano stati ribelli indipendenti.,
Building_REBEL_SHIPYARD_Name,Cantiere Ribelle,
Building_REBEL_SHIPYARD_Description,Alcune zone di Titano si liberano dalle loro corporazioni e diventano stati ribelli indipendenti.,
Building_REBEL_TURRET_Name,Torretta Ribelle,
Building_REBEL_TURRET_Description,Alcune zone di Titano si liberano dalle loro corporazioni e diventano stati ribelli indipendenti.,
Building_DAMAGED BUILDINGS_Name,Edifici danneggiati,
Building_DAMAGED BUILDINGS_Description,"Non sono rare delle schermaglie tra fazioni rivali, ma la completa distruzione degli Edifici è malvista dal *Consiglio*.",
Building_UNREFINED MINERAL INDICATOR_Name,Nodo Minerali,
Building_UNREFINED MINERAL INDICATOR_Description,Luogo dove estrarre Minerali non raffinati.,
Building_UNREFINED ISOTOPE INDICATOR_Name,Nodo Isotopi,
Building_UNREFINED ISOTOPE INDICATOR_Description,Luogo dove estrarre Isotopi non raffinati.,
Building_RESOURCE_PATCH_MINERALS_Name,Campo di Minerali,
Building_RESOURCE_PATCH_MINERALS_Description,"Utili e abbondanti, conviene fare sempre incetta di Minerali.",
Building_RESOURCE_PATCH_ISOTOPES_Name,Campo di Isotopi,
Building_RESOURCE_PATCH_ISOTOPES_Description,Una risorsa naturale costosa ma fragile. Raccogliere con cura.,
Building_UniqueID_Format,{Name}-{Number},
Building_UniqueID_Name0,And,
Building_UniqueID_Name1,Bet,
Building_UniqueID_Name2,Car,
Building_UniqueID_Name3,Del,
Building_UniqueID_Name4,Eta,
Building_UniqueID_Name5,Fyr,
Building_UniqueID_Name6,Gil,
Building_UniqueID_Name7,Hel,
Building_UniqueID_Name8,Iio,
Building_UniqueID_Name9,Jel,
Building_UniqueID_Name10,Kat,
Building_UniqueID_Name11,Lem,
Building_UniqueID_Name12,Mon,
Building_UniqueID_Name13,Nil,
Building_UniqueID_Name14,Oup,
Building_UniqueID_Name15,Pel,
Building_UniqueID_Name16,Qor,
Building_UniqueID_Name17,Rux,
Building_UniqueID_Name18,Sny,
Building_UniqueID_Name19,Tal,
Building_UniqueID_Name20,Uxo,
Building_UniqueID_Name21,Vri,
Building_UniqueID_Name22,Wav,
Building_UniqueID_Name23,Xxy,
Building_UniqueID_Name24,Yah,
Building_UniqueID_Name25,Zed,
Device_UniqueID_Format,{Number}.{Name},
Device_UniqueID_Name0,A,
Device_UniqueID_Name1,B,
Device_UniqueID_Name2,C,
Device_UniqueID_Name3,D,
Device_UniqueID_Name4,E,
Device_UniqueID_Name5,F,
Device_UniqueID_Name6,G,
Device_UniqueID_Name7,H,
Device_UniqueID_Name8,I,
Device_UniqueID_Name9,J,
Device_UniqueID_Name10,K,
Device_UniqueID_Name11,L,
Device_UniqueID_Name12,M,
Device_UniqueID_Name13,N,
Device_UniqueID_Name14,O,
Device_UniqueID_Name15,P,
Device_UniqueID_Name16,Q,
Device_UniqueID_Name17,R,
Device_UniqueID_Name18,S,
Device_UniqueID_Name19,T,
Device_UniqueID_Name20,U,
Device_UniqueID_Name21,V,
Device_UniqueID_Name22,W,
Device_UniqueID_Name23,X,
Device_UniqueID_Name24,Y,
Device_UniqueID_Name25,Z,
Building_CanUpgradeReason_Unknown,Miglioramento disattivato per la Demo,
Building_CanUpgradeReason_AlwaysImpossible,Sempre impossibile,
Building_CanUpgradeReason_CannotAfford,*Risorse insufficienti* per migliorare l'Edificio.,
Building_CanUpgradeReason_AlreadyAtMaxLevel,Edificio è già al *Livello 3*.,
Building_CanUpgradeReason_TaskInProgress,È in corso un compito.,
Building_CanUpgradeReason_Success,Si può migliorare,
Building_CanUpgradeReason_OutsideCommandTerritory,Edificio è fuori dal territorio di comando,
Building_CanConnectReason_Unknown,Problema sconosciuto,
Building_CanConnectReason_AlwaysImpossible,Sempre impossibile,
Building_CanConnectReason_CannotAfford,*Risorse insufficienti* per connettere l'Edificio.,
Building_CanConnectReason_AlreadyConnected,L'Edificio è *già connesso*.,
Building_CanConnectReason_NoValidNeighbor,Nessun Edificio *adiacente valido* da connettere.,
Building_CanConnectReason_TaskInProgress,È in corso un compito.,
Building_CanConnectReason_Success,Può connettersi.,
ShipHullCategory_Level1_Name,Livello 1,
ShipHullCategory_Level1_Description,"Small lightly-armored scouts, perfect for exploration.",
ShipHullCategory_Level2_Name,Livello 2,
ShipHullCategory_Level2_Description,Medium sized ships for general combat.,
ShipHullCategory_Level3_Name,Livello 3,
ShipHullCategory_Level3_Description,"Terrifying motherships, best in class for combat, but slower in speed.",
Ship_Unknown_Name,Nave sconosciuta,
Ship_Unknown_Description,Guarda nel file di config!,
Ship_Player-L1-01_Name,S.Class Hawk,
Ship_Player-L1-01_Description,"A fast, *cheap scout*, with basic weapon support.",
Ship_Player-L1-02_Name,Tidal Rv.3,
Ship_Player-L1-02_Description,"A standard ship, with a *slightly stronger hull*.",
Ship_Player-L1-03_Name,Ship L1-03,
Ship_Player-L1-03_Description,Needs a description!.,
Ship_Player-L1-04_Name,Ship L1-04,
Ship_Player-L1-04_Description,Needs a description!.,
Ship_Player-L1-05_Name,Ship L1-05,
Ship_Player-L1-05_Description,Needs a description!.,
Ship_Player-L2-01_Name,C.Class Crow,
Ship_Player-L2-01_Description,"A *affordable* medium cruiser, that's *good all around*.",
Ship_Player-L2-02_Name,Kite ATK.CFG,
Ship_Player-L2-02_Description,"An offensive fighter, supports *more weapons* at the cost of *less hull integrity*.",
Ship_Player-L2-03_Name,Ship L2-03,
Ship_Player-L2-03_Description,Needs a description!.,
Ship_Player-L2-04_Name,Ship L2-04,
Ship_Player-L2-04_Description,Needs a description!.,
Ship_Player-L2-05_Name,Ship L2-05,
Ship_Player-L2-05_Description,Needs a description!.,
Ship_Player-L3-01_Name,Typhoon Mk II,
Ship_Player-L3-01_Description,"A powerful carrier, capable of supporting *multiple weapons*.",
Ship_Player-L3-02_Name,Ship L3-02,
Ship_Player-L3-02_Description,Needs a description!.,
Ship_Player-L3-03_Name,Ship L3-03,
Ship_Player-L3-03_Description,Needs a description!.,
Ship_Player-L3-04_Name,Ship L3-04,
Ship_Player-L3-04_Description,Needs a description!.,
Ship_Player-L3-05_Name,Ship L3-05,
Ship_Player-L3-05_Description,Needs a description!.,
RebelShipTitle,Nave Ribelle,
Ship_AI-L1-01_Name,SyMec Typhoon,
Ship_AI-L1-01_Description,A *small scout* used for *raids and harassing production facilities*.,
Ship_AI-L2-01_Name,SyMec Torrent,
Ship_AI-L2-01_Description,The *Torrent* has excellent multi-purpose capabilities and decent hull strenght.,
Ship_AI-L3-01_Name,SyMec Tsunami,
Ship_AI-L3-01_Description,"Well-armed and heavily armored, the *Tsunami* is the pinnacle of *corporate persuasion*.",
Ship_Rebel-L1-01_Name,Freedom K1,
Ship_Rebel-L1-01_Description,"Thrown together from *scrap*, Rebel ships are *dangerous for rebels and their enemies alike*.",
Ship_Rebel-L1-02_Name,Light of Rhea,
Ship_Rebel-L1-02_Description,Rebel L1 02 Description,
Ship_Rebel-L1-03_Name,The Hammer,
Ship_Rebel-L1-03_Description,Rebel L1 03 Description,
Ship_Rebel-L2-01_Name,CS Unity,
Ship_Rebel-L2-01_Description,Rebel ingenuity lets a simple freighter become a devastating cruiser.,
Ship_Rebel-L2-02_Name,Rainbreaker,
Ship_Rebel-L2-02_Description,Rebel L2 02 Description,
Ship_Rebel-L2-03_Name,Dog of Hope,
Ship_Rebel-L2-03_Description,Rebel L2 03 Description,
Ship_Rebel-L3-01_Name,Nomad Alliance,
Ship_Rebel-L3-01_Description,Rebel L3 01 Description,
Ship_Rebel-L3-02_Name,The Escape,
Ship_Rebel-L3-02_Description,Rebel L3 02 Description,
Ship_Rebel-L3-03_Name,Solar Clipper,
Ship_Rebel-L3-03_Description,Rebel L3 03 Description,
Objectives_Button_Tooltip,Click to move to objective.,
Objectives_build_shipyard_Title,Find Marked Empty Plot,
Objectives_build_shipyard_Description,*Find the empty plot* and build a shipyard.,
Objectives_enter_shipyard_Title,Enter Shipyard,
Objectives_enter_shipyard_Description,*Enter shipyard* to create a ship.,
Objectives_choose_hull_Title,Choose Hull,
Objectives_choose_hull_Description,*Choose a hull* to fill with Dispositivi.,
Objectives_launch_ship_Title,Launch Ship,
Objectives_launch_ship_Description,Design and launch a ship.,
Objectives_defeat_enemy_3_left_Title,Defeat Enemy Ships,
Objectives_defeat_enemy_3_left_Description,Time to take them down!,
Objectives_defeat_enemy_2_left_Title,Defeat Enemy Ships,
Objectives_defeat_enemy_2_left_Description,*2 Ships* remaining,
Objectives_defeat_enemy_1_left_Title,Defeat Enemy Ships,
Objectives_defeat_enemy_1_left_Description,*1 Ships* remaining,
DialogBox_ShowIntro_P1,"Welcome to the game, let's get building!",
DialogBox_ShowIntro_P2,"Build a shipyard, and a ship!",
DialogBox_AfterLaunchShip_P1,Go attack those bad ol' pirates!,
WorkerNames_0,Inry,
WorkerNames_1,Jayk,
WorkerNames_2,Kayl,
WorkerNames_3,Lyss,
WorkerNames_4,Kaff,
WorkerNames_5,El,
WorkerNames_6,Nord,
WorkerNames_7,Okio,
WorkerNames_8,Elum,
WorkerNames_9,Melo,
WorkerNames_10,Ralx,
WorkerNames_11,Tiff,
WorkerNames_12,Aern,
WorkerNames_13,Pol,
WorkerNames_14,Varn,
HUD_StatusBar_GameTimeLabel,Ora:,
HUD_StatusBar_GameTimeShort,{Day}:{Hour}:{Minute},
HUD_StatusBar_GameTimetooltip,SunCycles:Hours:Minutes,
HUD_StatusBar_GameSpeed,x{Speed},
HUD_StatusBar_Paused,In pausa,
HUD_StatusBar_PauseButtonTooltip,Pausa,
HUD_StatusBar_1xSpeedTooltip,Velocità normale,
HUD_StatusBar_2xSpeedTooltip,Velocità 2x,
HUD_StatusBar_3xSpeedTooltip,Velocità 3x,
HUD_StatusBar_BuildingIsUnderAttack,Sotto attacco!,
HUD_StatusBar_TimeUntilNextWave,Prossima ondata nemica:,
HUD_StatusBar_CreditsTitle,Crediti,
HUD_StatusBar_CreditsFormat,{Credits},
HUD_StatusBar_CitizensTitle,Cittadini,
HUD_StatusBar_CitizensFormat,{Citizens},
HUD_StatusBar_InfluenceTitle,Influenza,
HUD_StatusBar_InfluenceFormat,{Influence},
HUD_StatusBar_WorkersTitle,Impiegato,
HUD_StatusBar_WorkersFormat,{Employee},
HUD_StatusBar_PowerTitle,Energia,
HUD_StatusBar_PowerFormat,{Power},
HUD_StatusBar_MenuButtonLabel,Menu,
HUD_StatusBar_StorageFull,Pieno,
HUD_StatusBar_CallToArmsButtonLabel,Allarme rosso!,
HUD_StatusBar_BurrowButtonLabel,Sotterra,
HUD_StatusBar_UnburrowButtonLabel,Disotterra,
HUD_StatusBar_BurrowingButtonLabel,Sotterro...,
HUD_StatusBar_UnburrowingButtonLabel,Disotterro...,
HUD_StatusBar_BurrowCoolingDownButtonLabel,In ricarica...,
HUD_StatusBar_BurrowButtonTooltipCost,Costo attivazione sotterramento:,
HUD_StatusBar_BurrowButtonTooltip,"*Sotterrare* la tua Città la protegge dagli attacchi, nascondendo temporaneamente gli *Edifici* sottoterra.\n\nCi vuole del tempo per ricaricarla, quindi usala con cura.\n\n*Gli Edifici connessi, il QG, i Centri di comando e le Torrette difensive non possono sotterrarsi.*",
HUD_StatusBar_CorpButtonTooltip,Sommario Corporazione\n\n(*Prossimamente in Early Access*),
HUD_StatusBar_TechButtonTooltip,Ricerca,
HUD_StatusBar_MigrantsBiddingOpen,Apri,
HUD_StatusBar_LogButtonLabel,Log,
HUD_StatusBar_EnergyTooltip_Title,L'Energia mantiene i Dispositivi e gli Edifici della tua città on-line.,
HUD_StatusBar_EnergyTooltip_Description,L'Energia mantiene i Dispositivi e gli Edifici della tua città on-line.,
HUD_StatusBar_Resources,Risorse,
HUD_StatusBar_ResourcesTooltip_Title,Risorse,
HUD_StatusBar_ResourcesTooltip_Description,"*Minerali* e *Isotopi* sono i materiali con cui costruire la tua Città.\n\nAcquisisci altre risorse *Recuperando Rovine*, *raccogliendo i Campi di Risorse* o *estraendo dai Nodi Risorse*.",
HUD_StatusBar_Artifacts,Artefatti,
HUD_StatusBar_ArtifactsTooltip_Title,Artefatti,
HUD_StatusBar_ArtifactsTooltip_Description,Gli *Artefatti* sono dispositivi tecnologici antichi raccolti nelle*Rovine*. Possono essere utilizzati per convertire *Cittadini* in *Impiegati* o commerciati col *Consiglio* in cambio di *Influenza*.,
HUD_StatusBar_ArtifactsTooltip_Red,Artefatti,
HUD_StatusBar_ArtifactsTooltip_Blue,Tecnologia Blu,
HUD_StatusBar_ArtifactsTooltip_Yellow,Tecnologia Gialla,
HUD_StatusBar_CreditsTooltip_Title,Crediti,
HUD_StatusBar_CreditsTooltip_Description,"Usa i *Crediti* per *Sbloccare* Edifici, attivare *Sotterra*, o *Riparare* Edifici.\n\nI Crediti possono essere generati dalle *Stazioni di Monetizzazione* e dagli *Uffici*.",
HUD_StatusBar_CreditsTooltip_Current,Crediti attuali:,
HUD_StatusBar_CreditsTooltip_TickRate,Tasso guadagno crediti:,
HUD_StatusBar_CouncilTooltip_Title,Comunicazioni del Consiglio,
HUD_StatusBar_CouncilTooltip_Description,"Il Consiglio può scambiare *Influenza* per *Minerali*, *Isotopi* e *Crediti*. Dona *Artefatti* for ottenere *Influenza* extra.",
HUD_StatusBar_CouncilTooltip_CurrentInfluence,Influenza attuale:,
HUD_StatusBar_CouncilTooltip_InfluenceGain,Tasso guadagno Influenza:,
HUD_StatusBar_CouncilTooltip_InfluenceGainFormat,+{Influence} al min,
HUD_StatusBar_CouncilTooltip_CurrentTradeTickets,Biglietti commercio attuali:,
HUD_StatusBar_CouncilTooltip_NextTicket,Prossimo biglietto:,
HUD_StatusBar_PopulationTooltip_Title,Cittadini,
HUD_StatusBar_PopulationTooltip_Description,Costruisci *Unità abitative* o *Edifici residenziali* per aumentare lo *Spazio abitativo*. Lo Spazio abitativo determina quanti *Cittadini* puoi avere al massimo.,
HUD_StatusBar_PopulationTooltip_CurrentCitizens,Cittadini attuali:,
HUD_StatusBar_PopulationTooltip_CurrentLivingSpace,Spazio abitativo attuale:,
HUD_StatusBar_WorkerTooltip_Title,Gestione Impiegati,
HUD_StatusBar_WorkerTooltip_Description,Clicca per visualizzare i compiti attuali e in attesa degli *Impiegato*. Gestisci le priorità dei lavori usando il *drag & drop*.,
HUD_StatusBar_WorkerTooltip_CurrentEmployeees,Impiegati attuali:,
HUD_StatusBar_WorkerTooltip_CurrentSupply,Limite Impiegati:,
HUD_StatusBar_MigrantTooltip_Title,Migrazioni extra-mondo,
HUD_StatusBar_MigrantTooltip_Description,"Usa l'*Influenza* per comprare navi cariche di *Cittadini*, *Minerali* e *Isotopi*.",
HUD_StatusBar_MigrantTooltip_ShipsDocked,Navi attraccate:,
HUD_StatusBar_ElectricityFuel_NoGrids,No reti,
HUD_StatusBar_ElectricityFuel_NoGridsTooltip,Non ci sono reti alimentate in Città. Qui saranno mostrate le reti.,
HUD_StatusBar_ElectricityFuel_GridFormat,Rete #{Number},
HUD_StatusBar_ElectricityFuel_Fuel,Carb.,
HUD_StatusBar_ElectricityFuel_DrainingBatteries,Consuma le batterie,
HUD_StatusBar_ElectricityFuel_DrainingTanks,Serbatoi in uso,
HUD_StatusBar_ElectricityTooltip_Title,Info Alimentazione,
HUD_StatusBar_ElectricityTooltip_GridFormat,Informazioni Rete #{Number},
HUD_StatusBar_ElectricityTooltip_EnergyUsed,Energia usata:,
HUD_StatusBar_ElectricityTooltip_EnergyBalance,Saldo Energia:,
HUD_StatusBar_ElectricityTooltip_EnergyStored,Energia stoccata:,
HUD_StatusBar_FuelTooltip_Title,Info Carburante,
HUD_StatusBar_FuelTooltip_Description,*Il Carburante si sposta dovunque subito* (cambierà durante l'EA),
HUD_StatusBar_FuelTooltip_FuelUsed,Carburante usato:,
HUD_StatusBar_FuelTooltip_FuelBalance,Saldo Carburante:,
HUD_StatusBar_FuelTooltip_FuelStored,Carburante stoccato:,
HUD_CameraControls_Title,Comandi visuale,
HUD_CameraControls_RotateClockwiseTooltip,Ruota *in senso orario*.,
HUD_CameraControls_RotateAnticlockwiseTooltip,Ruota *in senso anti-orario*.,
HUD_CameraControls_ZoomInTooltip,*Ingrandisci* la visuale.,
HUD_CameraControls_ZoomOutTooltip,*Riduci* la visuale.,
HUD_OverlayControls_Title,Overlay,
HUD_OverlayControls_NoOverlayButtonLabel,Nascondi,
HUD_OverlayControls_NoOverlayButtonTooltip,Nascondi tutti gli overlay,
HUD_OverlayControls_OwnedTerritoryButtonLabel,Territorio,
HUD_OverlayControls_OwnedTerritoryButtonTooltip,"Mostra il *Territorio*, la terra che il giocatore possiede.",
HUD_OverlayControls_CommandAreaButtonLabel,Comando,
HUD_OverlayControls_CommandAreaButtonTooltip,"Mostra la *Zona di comando*, la terra in cui il giocatore controlla gli Impiegati.",
HUD_OverlayControls_PollutionButtonTooltip,Mostra l'*Inquinamento*.,
HUD_OverlayControls_PowerButtonTooltip,Mostra *Rete energetica*.,
HUD_OverlayControls_TransportButtonTooltip,Mostra la *Rete dei trasporti*.,
HUD_OverlayControls_ShowInWorldFlags,Warning Flags,
HUD_OverlayControls_StateLabel,Overlay:,
HUD_OverlayControls_NoneLabel,Nessuno,
HUD_OverlayControls_PowerLabel,Alimentazione,
HUD_OverlayControls_TransportationLabel,Trasporti,
HUD_OverlayControls_PollutionLabel,Inquinamento,
HUD_OverlayControls_PlayerTerritoryLabel,Territorio,
HUD_OverlayControls_PlacingBuildingLabel,Edificio,
HUD_OverlayControls_CommandAreaLabel,Comando,
HUD_OverlayControls_SpectatorLabel,,
HUD_OverlayControls_PollutionLegendTitle,Livelli di inquinamento,
HUD_OverlayControls_Flags,Bandiere:,
HUD_OverlayControls_FlagsButton,Filtro,
HUD_OverlayControls_FlagsTitle,Mostra bandiere,
HUD_OverlayControls_FlagsError,Problemi,
HUD_OverlayControls_FlagsWarning,Avvertimenti,
HUD_OverlayControls_FlagsAction,Azioni,
HUD_Minimap_ShowMinimapButtonLabel,Mostra minimappa,
HUD_Minimap_HideMinimapButtonLabel,Nascondi minimappa,
HUD_AutosaveComplete,Autosalvataggio completato,
HUD_QuicksaveComplete,Salvataggio rapido completato,
CouncilWindow_Title,Comunicazioni del Consiglio,
CouncilWindow_DescriptionBeforeUnlock,Sblocca la *Sala del Consiglio* per commerciare direttamente con il *Consiglio* usando [influence]. I *Biglietti commercio* limitano quante volte alla volta puoi commerciare o donare.,
CouncilWindow_Description,Scambia [Influence] in favori dal Consiglio.,
CouncilWindow_WelcomeDialog01,"Come puoi servire il Consiglio, oggi?",
CouncilWindow_WelcomeDialog02,Hai necessità di aiutarci?,
CouncilWindow_WelcomeDialog03,Sì? Cosa c'è?,
CouncilWindow_Lore,Comunicazioni del Consiglio,
CouncilWindow_CurrentInfluence,[influence],
CouncilWindow_Member1_Role,Membro del Consiglio,
CouncilWindow_Member1_Name,Aenar Pyr,
CouncilWindow_Tickets,Biglietti commercio,
CouncilWindow_GainInfluence_Title,Dona al Consiglio,
CouncilWindow_SpendInfluence_Title,Richiedi favore,
